instant,season,yr,mnth,time,holiday,weekday,workingday,weather,temp,feeltemp,humidity,windspeed,casual,registered,count
10090,1,1,3,3,0,4,1,1,22.96,26.515,43,12.998,19,149,168
10091,1,1,3,3,0,4,1,1,22.96,26.515,37,15.0013,16,204,220
10092,1,1,3,3,0,4,1,1,23.78,27.275,32,16.9979,24,187,211
10093,1,1,3,3,0,4,1,1,23.78,27.275,35,15.0013,37,174,211
10094,1,1,3,3,0,4,1,1,24.6,31.06,31,16.9979,31,192,223
10095,1,1,3,3,0,4,1,1,23.78,27.275,32,19.9995,38,323,361
10096,1,1,3,3,0,4,1,1,22.96,26.515,35,19.9995,49,551,600
10097,1,1,3,4,0,4,1,1,22.14,25.76,34,23.9994,27,498,525
10098,1,1,3,4,0,4,1,1,19.68,23.485,41,22.0028,11,317,328
10099,1,1,3,4,0,4,1,1,18.04,21.97,44,27.9993,12,242,254
10100,1,1,3,4,0,4,1,1,17.22,21.21,47,31.0009,7,190,197
10101,1,1,3,1,0,4,1,1,15.58,19.695,50,16.9979,3,123,126
10102,1,1,3,1,0,4,1,1,14.76,17.425,50,15.0013,9,76,85
10103,1,1,3,1,0,5,1,1,13.94,16.665,53,11.0014,1,45,46
10104,1,1,3,1,0,5,1,1,13.94,15.91,49,15.0013,2,18,20
10105,1,1,3,1,0,5,1,1,13.94,15.91,53,19.0012,2,4,6
10106,1,1,3,1,0,5,1,1,13.12,15.91,57,12.998,0,3,3
10107,1,1,3,1,0,5,1,1,13.12,17.425,61,0,0,2,2
10108,1,1,3,1,0,5,1,1,12.3,16.665,70,0,0,24,24
10109,1,1,3,1,0,5,1,1,12.3,16.665,70,0,4,88,92
10110,1,1,3,2,0,5,1,1,12.3,16.665,70,0,4,258,262
10111,1,1,3,2,0,5,1,1,11.48,15.15,75,6.0032,16,533,549
10112,1,1,3,2,0,5,1,1,12.3,16.665,81,0,15,299,314
10113,1,1,3,3,0,5,1,1,14.76,17.425,50,11.0014,14,118,132
10114,1,1,3,3,0,5,1,1,15.58,19.695,46,12.998,40,154,194
10115,1,1,3,3,0,5,1,1,16.4,20.455,43,11.0014,40,194,234
10116,1,1,3,3,0,5,1,1,17.22,21.21,44,15.0013,31,191,222
10117,1,1,3,3,0,5,1,2,18.04,21.97,44,19.0012,29,176,205
10118,1,1,3,3,0,5,1,2,17.22,21.21,50,19.9995,5,73,78
10119,1,1,3,3,0,5,1,3,16.4,20.455,58,19.9995,1,49,50
10120,1,1,3,3,0,5,1,3,14.76,17.425,81,15.0013,5,123,128
10121,1,1,3,4,0,5,1,3,14.76,17.425,87,12.998,6,154,160
10122,1,1,3,4,0,5,1,3,14.76,17.425,87,12.998,12,162,174
10123,1,1,3,4,0,5,1,2,14.76,17.425,87,12.998,7,93,100
10124,1,1,3,4,0,5,1,3,14.76,18.18,87,6.0032,2,99,101
10125,1,1,3,1,0,5,1,2,14.76,18.94,87,0,6,69,75
10126,1,1,3,1,0,5,1,2,14.76,18.94,87,0,4,19,23
10127,1,1,3,1,0,6,0,3,14.76,18.18,93,6.0032,1,21,22
10128,1,1,3,1,0,6,0,3,14.76,18.94,93,0,0,44,44
10129,1,1,3,1,0,6,0,3,14.76,18.18,93,6.0032,4,34,38
10130,1,1,3,1,0,6,0,2,14.76,17.425,93,11.0014,1,20,21
10131,1,1,3,1,0,6,0,2,14.76,17.425,93,12.998,0,2,2
10132,1,1,3,1,0,6,0,2,14.76,18.18,93,6.0032,1,1,2
10133,1,1,3,1,0,6,0,2,14.76,18.18,93,6.0032,1,6,7
10134,1,1,3,2,0,6,0,2,14.76,17.425,93,8.9981,2,14,16
10135,1,1,3,2,0,6,0,3,14.76,18.94,93,0,2,46,48
10136,1,1,3,2,0,6,0,3,15.58,19.695,87,6.0032,7,87,94
10137,1,1,3,3,0,6,0,2,16.4,20.455,87,0,31,137,168
10138,1,1,3,3,0,6,0,2,16.4,20.455,87,6.0032,33,181,214
10139,1,1,3,3,0,6,0,2,17.22,21.21,67,16.9979,47,252,299
10140,1,1,3,3,0,6,0,1,18.04,21.97,51,19.0012,87,252,339
10141,1,1,3,3,0,6,0,2,18.86,22.725,44,23.9994,151,279,430
10142,1,1,3,3,0,6,0,1,19.68,23.485,29,19.9995,145,254,399
10143,1,1,3,3,0,6,0,1,20.5,24.24,27,19.9995,167,300,467
10144,1,1,3,3,0,6,0,1,20.5,24.24,23,22.0028,106,279,385
10145,1,1,3,4,0,6,0,1,20.5,24.24,25,16.9979,53,250,303
10146,1,1,3,4,0,6,0,1,18.86,22.725,33,11.0014,34,191,225
10147,1,1,3,4,0,6,0,1,18.04,21.97,30,8.9981,28,121,149
10148,1,1,3,4,0,6,0,1,18.86,22.725,19,22.0028,24,130,154
10149,1,1,3,1,0,6,0,1,18.04,21.97,21,8.9981,19,115,134
10150,1,1,3,1,0,6,0,1,17.22,21.21,24,0,12,94,106
10151,1,1,3,1,0,0,0,2,16.4,20.455,30,23.9994,5,67,72
10152,1,1,3,1,0,0,0,2,15.58,19.695,34,12.998,16,60,76
10153,1,1,3,1,0,0,0,2,14.76,17.425,40,11.0014,14,66,80
10154,1,1,3,1,0,0,0,2,14.76,17.425,43,8.9981,5,21,26
10155,1,1,3,1,0,0,0,2,13.94,16.665,46,12.998,3,11,14
10156,1,1,3,1,0,0,0,2,13.94,15.91,46,15.0013,0,5,5
10157,1,1,3,1,0,0,0,2,12.3,13.635,52,19.9995,0,5,5
10158,1,1,3,2,0,0,0,2,12.3,13.635,52,19.9995,2,21,23
10159,1,1,3,2,0,0,0,1,12.3,13.635,52,22.0028,12,54,66
10160,1,1,3,2,0,0,0,1,12.3,13.635,49,30.0026,14,104,118
10161,1,1,3,3,0,0,0,1,12.3,13.635,49,22.0028,31,161,192
10162,1,1,3,3,0,0,0,1,13.12,14.395,45,26.0027,64,192,256
10163,1,1,3,3,0,0,0,1,13.94,15.15,42,23.9994,71,256,327
10164,1,1,3,3,0,0,0,1,14.76,16.665,37,23.9994,108,256,364
10165,1,1,3,3,0,0,0,1,14.76,16.665,34,23.9994,106,226,332
10166,1,1,3,3,0,0,0,1,14.76,15.91,32,35.0008,82,252,334
10167,1,1,3,3,0,0,0,1,14.76,15.91,29,32.9975,68,231,299
10168,1,1,3,3,0,0,0,1,13.94,14.395,31,36.9974,49,214,263
10169,1,1,3,4,0,0,0,1,13.12,13.635,33,40.9973,20,164,184
10170,1,1,3,4,0,0,0,1,12.3,12.88,36,32.9975,12,120,132
10171,1,1,3,4,0,0,0,1,11.48,13.635,38,16.9979,8,80,88
10172,1,1,3,4,0,0,0,1,11.48,13.635,36,15.0013,9,70,79
10173,1,1,3,1,0,0,0,1,10.66,12.12,41,16.9979,9,53,62
10174,1,1,3,1,0,0,0,1,10.66,12.88,41,12.998,2,24,26
10175,1,1,3,1,0,1,1,1,9.84,11.365,44,12.998,2,15,17
10176,1,1,3,1,0,1,1,1,9.84,12.12,48,8.9981,3,3,6
10177,1,1,3,1,0,1,1,1,9.84,12.12,48,8.9981,1,3,4
10178,1,1,3,1,0,1,1,1,9.02,11.365,51,11.0014,0,1,1
10179,1,1,3,1,0,1,1,1,8.2,11.365,55,6.0032,0,1,1
10180,1,1,3,1,0,1,1,1,8.2,11.365,55,6.0032,1,17,18
10181,1,1,3,1,0,1,1,1,7.38,9.85,59,8.9981,2,89,91
10182,1,1,3,2,0,1,1,1,7.38,9.85,59,8.9981,7,253,260
10183,1,1,3,2,0,1,1,1,8.2,11.365,59,7.0015,13,415,428
10184,1,1,3,2,0,1,1,2,9.02,12.88,60,6.0032,11,186,197
10185,1,1,3,3,0,1,1,2,9.84,12.88,60,0,12,74,86
10186,1,1,3,3,0,1,1,2,10.66,13.635,56,8.9981,17,86,103
10187,1,1,3,3,0,1,1,2,10.66,15.15,52,0,15,122,137
10188,1,1,3,3,0,1,1,2,10.66,12.88,55,19.9995,11,109,120
10189,1,1,3,3,0,1,1,2,11.48,12.88,57,23.9994,13,115,128
10190,1,1,3,3,0,1,1,2,12.3,14.395,53,12.998,20,110,130
10191,1,1,3,3,0,1,1,1,12.3,13.635,45,19.9995,30,180,210
10192,1,1,3,3,0,1,1,3,12.3,13.635,45,19.9995,11,376,387
10193,1,1,3,4,0,1,1,3,11.48,11.365,55,43.9989,12,363,375
10194,1,1,3,4,0,1,1,1,10.66,12.88,53,15.0013,6,220,226
10195,1,1,3,4,0,1,1,1,10.66,11.365,37,31.0009,8,171,179
10196,1,1,3,4,0,1,1,1,10.66,11.365,37,26.0027,4,116,120
10197,1,1,3,1,0,1,1,1,9.84,10.605,35,22.0028,2,76,78
10198,1,1,3,1,0,1,1,1,9.02,9.09,37,39.0007,2,29,31
10199,1,1,3,1,0,2,1,1,9.02,10.605,37,19.9995,0,8,8
10200,1,1,3,1,0,2,1,1,8.2,9.85,44,16.9979,0,6,6
10201,1,1,3,1,0,2,1,1,8.2,9.85,44,15.0013,0,4,4
10202,1,1,3,1,0,2,1,1,7.38,8.335,51,19.0012,0,1,1
10203,1,1,3,1,0,2,1,1,7.38,8.335,51,19.9995,0,3,3
10204,1,1,3,1,0,2,1,1,7.38,9.09,51,15.0013,0,25,25
10205,1,1,3,1,0,2,1,1,7.38,10.605,51,7.0015,3,99,102
10206,1,1,3,2,0,2,1,1,6.56,9.09,55,8.9981,5,270,275
10207,1,1,3,2,0,2,1,1,6.56,9.09,59,7.0015,14,487,501
10208,1,1,3,2,0,2,1,1,9.02,13.635,47,0,11,222,233
10209,1,1,3,3,0,2,1,1,9.84,12.88,44,0,16,113,129
10210,1,1,3,3,0,2,1,1,10.66,12.88,41,11.0014,20,110,130
10211,1,1,3,3,0,2,1,1,10.66,13.635,41,7.0015,9,129,138
10212,1,1,3,3,0,2,1,1,12.3,15.15,39,8.9981,16,148,164
10213,1,1,3,3,0,2,1,1,13.12,15.15,36,15.0013,20,116,136
10214,1,1,3,3,0,2,1,1,13.94,15.15,36,19.9995,24,142,166
10215,1,1,3,3,0,2,1,1,14.76,16.665,32,19.0012,22,228,250
10216,1,1,3,3,0,2,1,1,14.76,16.665,34,19.0012,21,425,446
10217,1,1,3,4,0,2,1,1,13.94,15.15,42,22.0028,15,442,457
10218,1,1,3,4,0,2,1,1,13.94,15.15,46,19.9995,9,278,287
10219,1,1,3,4,0,2,1,1,13.12,15.91,49,12.998,3,184,187
10220,1,1,3,4,0,2,1,1,13.12,15.91,49,12.998,5,143,148
10221,1,1,3,1,0,2,1,1,11.48,13.635,56,11.0014,5,101,106
10222,1,1,3,1,0,2,1,1,11.48,13.635,61,15.0013,3,51,54
10223,1,1,3,1,0,3,1,1,11.48,12.88,65,19.0012,3,12,15
10224,1,1,3,1,0,3,1,1,12.3,13.635,61,19.9995,1,4,5
10225,1,1,3,1,0,3,1,1,12.3,14.395,56,19.0012,0,4,4
10226,1,1,3,1,0,3,1,1,12.3,13.635,56,23.9994,1,2,3
10227,1,1,3,1,0,3,1,1,11.48,12.88,61,22.0028,0,3,3
10228,1,1,3,1,0,3,1,1,11.48,12.88,56,19.9995,0,18,18
10229,1,1,3,1,0,3,1,1,11.48,12.88,61,26.0027,4,104,108
10230,1,1,3,2,0,3,1,1,10.66,11.365,65,26.0027,12,332,344
10231,1,1,3,2,0,3,1,1,11.48,12.88,61,19.9995,12,554,566
10232,1,1,3,2,0,3,1,1,12.3,13.635,61,22.0028,12,252,264
10233,1,1,3,3,0,3,1,1,14.76,16.665,50,19.9995,20,127,147
10234,1,1,3,3,0,3,1,1,17.22,21.21,38,19.9995,33,128,161
10235,1,1,3,3,0,3,1,1,18.04,21.97,38,26.0027,40,175,215
10236,1,1,3,3,0,3,1,1,20.5,24.24,34,27.9993,26,179,205
10237,1,1,3,3,0,3,1,1,21.32,25,36,22.0028,38,137,175
10238,1,1,3,3,0,3,1,1,22.14,25.76,37,30.0026,44,165,209
10239,1,1,3,3,0,3,1,1,22.96,26.515,37,27.9993,34,254,288
10240,1,1,3,3,0,3,1,1,22.96,26.515,43,32.9975,58,554,612
10241,1,1,3,4,0,3,1,1,22.96,26.515,40,31.0009,35,509,544
10242,1,1,3,4,0,3,1,1,22.14,25.76,42,23.9994,16,345,361
10243,1,1,3,4,0,3,1,1,20.5,24.24,51,16.9979,18,242,260
10244,1,1,3,4,0,3,1,1,18.04,21.97,62,16.9979,11,177,188
10245,1,1,3,1,0,3,1,1,18.86,22.725,59,19.9995,10,149,159
10246,1,1,3,1,0,3,1,1,18.04,21.97,62,22.0028,4,58,62
10247,1,1,3,1,0,4,1,1,18.04,21.97,62,22.0028,11,35,46
10248,1,1,3,1,0,4,1,1,18.86,22.725,63,22.0028,4,17,21
10249,1,1,3,1,0,4,1,1,18.86,22.725,63,26.0027,6,5,11
10250,1,1,3,1,0,4,1,1,18.86,22.725,63,26.0027,0,3,3
10251,1,1,3,1,0,4,1,1,18.04,21.97,72,19.0012,0,2,2
10252,1,1,3,1,0,4,1,1,17.22,21.21,77,15.0013,1,28,29
10253,1,1,3,1,0,4,1,1,17.22,21.21,77,16.9979,4,105,109
10254,1,1,3,2,0,4,1,1,17.22,21.21,77,23.9994,8,326,334
10255,1,1,3,2,0,4,1,1,18.04,21.97,77,26.0027,12,573,585
10256,1,1,3,2,0,4,1,1,18.86,22.725,72,31.0009,19,282,301
10257,1,1,3,3,0,4,1,1,20.5,24.24,68,31.0009,19,119,138
10258,1,1,3,3,0,4,1,2,22.14,25.76,60,31.0009,48,156,204
10259,1,1,3,3,0,4,1,2,22.96,26.515,60,30.0026,27,224,251
10260,1,1,3,3,0,4,1,2,24.6,31.06,49,43.0006,35,198,233
10261,1,1,3,3,0,4,1,2,25.42,31.06,43,43.0006,48,155,203
10262,1,1,3,3,0,4,1,1,26.24,31.06,38,46.0022,24,161,185
10263,1,1,3,3,0,4,1,2,25.42,31.06,41,43.0006,37,305,342
10264,1,1,3,3,0,4,1,1,25.42,31.06,38,43.9989,52,545,597
10265,1,1,3,4,0,4,1,2,25.42,31.06,38,36.9974,45,545,590
10266,1,1,3,4,0,4,1,2,24.6,31.06,40,30.0026,21,395,416
10267,1,1,3,4,0,4,1,2,24.6,31.06,43,26.0027,20,282,302
10268,1,1,3,4,0,4,1,1,24.6,31.06,43,26.0027,27,206,233
10269,1,1,3,1,0,4,1,1,22.96,26.515,49,22.0028,12,141,153
10270,1,1,3,1,0,4,1,2,22.96,26.515,49,30.0026,6,88,94
10271,1,1,3,1,0,5,1,2,23.78,27.275,49,31.0009,3,51,54
10272,1,1,3,1,0,5,1,3,22.96,26.515,52,32.9975,4,22,26
10273,1,1,3,1,0,5,1,3,19.68,23.485,77,27.9993,2,9,11
10274,1,1,3,1,0,5,1,1,18.86,22.725,77,35.0008,0,7,7
10275,1,1,3,1,0,5,1,3,16.4,20.455,66,19.0012,0,1,1
10276,1,1,3,1,0,5,1,3,16.4,20.455,66,19.0012,2,27,29
10277,1,1,3,1,0,5,1,2,16.4,20.455,50,23.9994,2,83,85
10278,1,1,3,2,0,5,1,2,15.58,19.695,40,19.9995,6,262,268
10279,1,1,3,2,0,5,1,2,13.94,14.395,42,35.0008,17,484,501
10280,1,1,3,2,0,5,1,2,13.94,14.395,42,35.0008,17,267,284
10281,1,1,3,3,0,5,1,2,13.94,14.395,36,32.9975,14,145,159
10282,1,1,3,3,0,5,1,2,14.76,16.665,34,23.9994,17,170,187
10283,1,1,3,3,0,5,1,1,14.76,16.665,34,27.9993,27,174,201
10284,1,1,3,3,0,5,1,2,15.58,19.695,29,26.0027,49,175,224
10285,1,1,3,3,0,5,1,1,17.22,21.21,28,31.0009,49,129,178
10286,1,1,3,3,0,5,1,1,18.86,22.725,24,16.9979,50,188,238
10287,1,1,3,3,0,5,1,1,19.68,23.485,23,27.9993,51,292,343
10288,1,1,3,3,0,5,1,1,18.86,22.725,24,26.0027,68,498,566
10289,1,1,3,4,0,5,1,1,18.04,21.97,26,35.0008,30,440,470
10290,1,1,3,4,0,5,1,1,17.22,21.21,28,40.9973,12,232,244
10291,1,1,3,4,0,5,1,1,15.58,19.695,32,23.9994,3,156,159
10292,1,1,3,4,0,5,1,1,14.76,16.665,34,22.0028,8,133,141
10293,1,1,3,1,0,5,1,1,13.94,14.395,31,32.9975,7,100,107
10294,1,1,3,1,0,5,1,1,13.12,15.15,33,19.9995,9,77,86
10295,1,1,3,1,0,6,0,1,12.3,13.635,36,23.9994,9,68,77
10296,1,1,3,1,0,6,0,1,12.3,14.395,36,16.9979,1,50,51
10297,1,1,3,1,0,6,0,1,10.66,12.12,41,16.9979,12,30,42
10298,1,1,3,1,0,6,0,1,10.66,11.365,41,19.9995,0,16,16
10299,1,1,3,1,0,6,0,1,9.84,10.605,41,23.9994,1,3,4
10300,1,1,3,1,0,6,0,1,9.02,10.605,42,19.0012,3,7,10
10301,1,1,3,1,0,6,0,1,9.02,10.605,44,19.0012,1,11,12
10302,1,1,3,2,0,6,0,1,9.02,10.605,44,16.9979,4,36,40
10303,1,1,3,2,0,6,0,1,9.02,10.605,44,19.9995,15,96,111
10304,1,1,3,2,0,6,0,1,9.84,10.605,41,22.0028,21,127,148
10305,1,1,3,3,0,6,0,1,10.66,11.365,35,27.9993,47,176,223
10306,1,1,3,3,0,6,0,1,12.3,13.635,33,22.0028,56,218,274
10307,1,1,3,3,0,6,0,1,12.3,13.635,33,22.0028,88,241,329
10308,1,1,3,3,0,6,0,1,13.12,15.15,29,19.0012,89,268,357
10309,1,1,3,3,0,6,0,1,13.94,15.91,27,19.0012,117,262,379
10310,1,1,3,3,0,6,0,1,13.94,18.18,25,0,132,274,406
10311,1,1,3,3,0,6,0,1,14.76,18.18,23,0,115,275,390
10312,1,1,3,3,0,6,0,1,14.76,18.94,23,0,104,250,354
10313,1,1,3,4,0,6,0,1,14.76,18.18,21,6.0032,67,230,297
10314,1,1,3,4,0,6,0,1,13.94,18.18,25,0,25,159,184
10315,1,1,3,4,0,6,0,1,13.12,16.665,33,8.9981,20,101,121
10316,1,1,3,4,0,6,0,1,12.3,14.395,39,15.0013,16,94,110
10317,1,1,3,1,0,6,0,1,10.66,12.88,44,11.0014,19,81,100
10318,1,1,3,1,0,6,0,1,10.66,12.88,41,12.998,6,77,83
10319,1,1,3,1,0,0,0,1,10.66,14.395,44,6.0032,7,62,69
10320,1,1,3,1,0,0,0,1,9.84,12.12,52,11.0014,4,57,61
10321,1,1,3,1,0,0,0,1,9.84,12.12,60,8.9981,15,51,66
10322,1,1,3,1,0,0,0,1,9.84,12.12,60,8.9981,7,15,22
10323,1,1,3,1,0,0,0,1,9.84,12.12,60,11.0014,2,5,7
10324,1,1,3,1,0,0,0,1,9.84,12.12,70,11.0014,2,8,10
10325,1,1,3,2,0,0,0,1,9.02,11.365,69,8.9981,2,15,17
10326,1,1,3,2,0,0,0,1,9.02,11.365,69,8.9981,4,68,72
10327,1,1,3,2,0,0,0,1,10.66,12.88,60,15.0013,20,70,90
10328,1,1,3,3,0,0,0,1,13.12,15.15,49,19.0012,71,147,218
10329,1,1,3,3,0,0,0,1,14.76,16.665,43,19.0012,90,209,299
10330,1,1,3,3,0,0,0,1,16.4,20.455,37,19.9995,146,264,410
10331,1,1,3,3,0,0,0,1,17.22,21.21,41,19.9995,176,288,464
10332,1,1,3,3,0,0,0,1,18.86,22.725,31,19.0012,212,289,501
10333,1,1,3,3,0,0,0,1,20.5,24.24,29,19.9995,201,286,487
10334,1,1,3,3,0,0,0,1,20.5,24.24,31,23.9994,208,301,509
10335,1,1,3,3,0,0,0,1,21.32,25,27,19.9995,199,299,498
10336,1,1,3,4,0,0,0,1,21.32,25,29,19.0012,133,256,389
10337,1,1,3,4,0,0,0,1,20.5,24.24,31,19.0012,55,203,258
10338,1,1,3,4,0,0,0,1,18.04,21.97,47,15.0013,42,129,171
10339,1,1,3,4,0,0,0,1,17.22,21.21,54,15.0013,37,110,147
10340,1,1,3,1,0,0,0,1,16.4,20.455,54,12.998,13,81,94
10341,1,1,3,1,0,0,0,1,16.4,20.455,50,11.0014,12,40,52
10342,1,1,3,1,0,1,1,1,15.58,19.695,54,12.998,4,20,24
10343,1,1,3,1,0,1,1,1,15.58,19.695,50,8.9981,1,9,10
10344,1,1,3,1,0,1,1,1,15.58,19.695,54,7.0015,4,5,9
10345,1,1,3,1,0,1,1,1,14.76,17.425,50,8.9981,0,2,2
10346,1,1,3,1,0,1,1,1,13.94,16.665,61,12.998,0,3,3
10347,1,1,3,1,0,1,1,1,13.94,16.665,61,12.998,1,15,16
10348,1,1,3,1,0,1,1,1,13.94,17.425,57,7.0015,2,86,88
10349,1,1,3,2,0,1,1,1,13.94,17.425,53,7.0015,9,259,268
10350,1,1,3,2,0,1,1,1,13.94,16.665,61,8.9981,17,547,564
10351,1,1,3,2,0,1,1,1,15.58,19.695,54,11.0014,21,260,281
10352,1,1,3,3,0,1,1,1,16.4,20.455,50,15.0013,39,98,137
10353,1,1,3,3,0,1,1,1,18.04,21.97,44,15.0013,39,111,150
10354,1,1,3,3,0,1,1,1,19.68,23.485,39,15.0013,59,162,221
10355,1,1,3,3,0,1,1,2,22.14,25.76,32,16.9979,74,176,250
10356,1,1,3,3,0,1,1,2,23.78,27.275,32,19.0012,76,145,221
10357,1,1,3,3,0,1,1,1,22.96,26.515,40,8.9981,74,159,233
10358,1,1,3,3,0,1,1,1,25.42,31.06,35,30.0026,77,255,332
10359,1,1,3,3,0,1,1,2,25.42,31.06,38,27.9993,87,557,644
10360,1,1,3,4,0,1,1,2,24.6,31.06,43,12.998,89,623,712
10361,1,1,3,4,0,1,1,2,22.96,26.515,49,15.0013,67,379,446
10362,1,1,3,4,0,1,1,2,22.96,26.515,49,15.0013,49,237,286
10363,1,1,3,4,0,1,1,2,22.14,25.76,56,15.0013,22,183,205
10364,1,1,3,1,0,1,1,2,22.96,26.515,56,15.0013,17,116,133
10365,1,1,3,1,0,1,1,1,22.96,26.515,56,15.0013,10,53,63
10366,1,1,3,1,0,2,1,2,22.96,26.515,52,12.998,5,21,26
10367,1,1,3,1,0,2,1,2,21.32,25,59,15.0013,2,14,16
10368,1,1,3,1,0,2,1,3,21.32,25,72,19.9995,0,1,1
10369,1,1,3,1,0,2,1,3,21.32,25,72,19.9995,0,2,2
10370,1,1,3,1,0,2,1,2,18.86,22.725,82,12.998,0,1,1
10371,1,1,3,1,0,2,1,2,18.86,22.725,82,12.998,0,24,24
10372,1,1,3,1,0,2,1,3,18.86,22.725,82,12.998,5,108,113
10373,1,1,3,2,0,2,1,2,18.86,22.725,82,19.0012,16,292,308
10374,1,1,3,2,0,2,1,1,18.86,22.725,82,19.0012,22,571,593
10375,1,1,3,2,0,2,1,1,19.68,23.485,82,19.0012,18,324,342
10376,1,1,3,3,0,2,1,1,21.32,25,77,15.0013,28,115,143
10377,1,1,3,3,0,2,1,1,22.14,25.76,73,19.0012,64,155,219
10378,1,1,3,3,0,2,1,1,24.6,30.305,60,19.0012,47,197,244
10379,1,1,3,3,0,2,1,1,24.6,30.305,60,26.0027,53,180,233
10380,1,1,3,3,0,2,1,1,26.24,31.06,53,22.0028,52,160,212
10381,1,1,3,3,0,2,1,1,28.7,31.82,39,15.0013,68,196,264
10382,1,1,3,3,0,2,1,1,29.52,32.575,34,26.0027,53,312,365
10383,1,1,3,3,0,2,1,1,28.7,31.82,37,7.0015,62,614,676
10384,1,1,3,4,0,2,1,1,28.7,31.82,34,19.9995,96,638,734
10385,1,1,3,4,0,2,1,1,26.24,31.06,47,15.0013,50,429,479
10386,1,1,3,4,0,2,1,1,24.6,31.06,49,11.0014,45,306,351
10387,1,1,3,4,0,2,1,1,23.78,27.275,56,7.0015,44,200,244
10388,1,1,3,1,0,2,1,1,22.96,26.515,60,6.0032,24,146,170
10389,1,1,3,1,0,2,1,1,22.96,26.515,56,8.9981,8,79,87
10390,1,1,3,1,0,3,1,1,22.14,25.76,60,7.0015,5,34,39
10391,1,1,3,1,0,3,1,1,21.32,25,63,6.0032,2,25,27
10392,1,1,3,1,0,3,1,1,20.5,24.24,68,12.998,0,2,2
10393,1,1,3,1,0,3,1,1,19.68,23.485,72,12.998,1,3,4
10394,1,1,3,1,0,3,1,1,19.68,23.485,67,6.0032,1,4,5
10395,1,1,3,1,0,3,1,1,18.04,21.97,82,8.9981,2,25,27
10396,1,1,3,1,0,3,1,1,18.04,21.97,82,6.0032,1,120,121
10397,1,1,3,2,0,3,1,1,18.04,21.97,82,7.0015,20,348,368
10398,1,1,3,2,0,3,1,1,18.04,21.97,82,0,34,628,662
10399,1,1,3,2,0,3,1,1,21.32,25,68,0,26,325,351
10400,1,1,3,3,0,3,1,1,22.96,26.515,56,7.0015,38,150,188
10401,1,1,3,3,0,3,1,2,25.42,31.06,41,11.0014,65,155,220
10402,1,1,3,3,0,3,1,2,26.24,31.06,29,0,55,212,267
10403,1,1,3,3,0,3,1,1,27.06,31.06,27,15.0013,57,197,254
10404,1,1,3,3,0,3,1,1,28.7,31.82,23,22.0028,61,163,224
10405,1,1,3,3,0,3,1,1,28.7,31.82,24,0,86,197,283
10406,1,1,3,3,0,3,1,1,29.52,31.82,25,12.998,78,278,356
10407,1,1,3,3,0,3,1,1,28.7,31.82,28,6.0032,140,642,782
10408,1,1,3,4,0,3,1,1,28.7,31.82,32,0,102,647,749
10409,1,1,3,4,0,3,1,1,26.24,31.06,33,11.0014,70,402,472
10410,1,1,3,4,0,3,1,1,25.42,31.06,35,7.0015,44,286,330
10411,1,1,3,4,0,3,1,1,24.6,31.06,40,6.0032,47,241,288
10412,1,1,3,1,0,3,1,1,21.32,25,55,8.9981,43,159,202
10413,1,1,3,1,0,3,1,1,22.96,26.515,43,11.0014,19,72,91
10414,1,1,3,1,0,4,1,1,22.14,25.76,49,8.9981,14,46,60
10415,1,1,3,1,0,4,1,1,20.5,24.24,59,7.0015,15,8,23
10416,1,1,3,1,0,4,1,1,20.5,24.24,59,0,14,5,19
10417,1,1,3,1,0,4,1,1,20.5,24.24,63,0,0,7,7
10418,1,1,3,1,0,4,1,1,18.04,21.97,77,7.0015,11,3,14
10419,1,1,3,1,0,4,1,1,18.86,22.725,67,0,2,24,26
10420,1,1,3,1,0,4,1,1,18.04,21.97,72,6.0032,4,113,117
10421,1,1,3,2,0,4,1,1,18.04,21.97,72,6.0032,14,367,381
10422,1,1,3,2,0,4,1,1,18.04,21.97,77,7.0015,21,602,623
10423,1,1,3,2,0,4,1,1,19.68,23.485,77,6.0032,30,285,315
10424,1,1,3,3,0,4,1,1,21.32,25,68,7.0015,34,130,164
10425,1,1,3,3,0,4,1,1,22.96,26.515,60,8.9981,60,151,211
10426,1,1,3,3,0,4,1,2,25.42,31.06,50,8.9981,59,206,265
10427,1,1,3,3,0,4,1,2,27.06,31.06,41,6.0032,62,211,273
10428,1,1,3,3,0,4,1,2,29.52,32.575,30,7.0015,81,177,258
10429,1,1,3,3,0,4,1,1,29.52,32.575,32,15.0013,100,187,287
10430,1,1,3,3,0,4,1,1,29.52,32.575,37,26.0027,95,331,426
10431,1,1,3,3,0,4,1,1,28.7,31.82,39,16.9979,79,634,713
10432,1,1,3,4,0,4,1,1,27.06,31.06,44,19.0012,98,648,746
10433,1,1,3,4,0,4,1,2,26.24,31.06,50,12.998,72,353,425
10434,1,1,3,4,0,4,1,2,23.78,27.275,60,23.9994,60,270,330
10435,1,1,3,4,0,4,1,1,22.14,25.76,68,19.0012,36,207,243
10436,1,1,3,1,0,4,1,1,21.32,25,68,8.9981,32,137,169
10437,1,1,3,1,0,4,1,1,19.68,23.485,72,12.998,12,85,97
10438,1,1,3,1,0,5,1,1,18.04,21.97,77,16.9979,8,49,57
10439,1,1,3,1,0,5,1,2,17.22,21.21,82,22.0028,4,22,26
10440,1,1,3,1,0,5,1,2,17.22,21.21,82,12.998,0,4,4
10441,1,1,3,1,0,5,1,2,16.4,20.455,87,19.0012,0,3,3
